year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2005,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l35r148553,ca,,143888,white,—,detroit west auto wholesale,2050,1650,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Cadillac,CTS,Base,Sedan,automatic,1g6dp567850176903,ca,,174882,gray,—,st claire cadillac/ st claire oldsmobile,2025,1500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,BMW,7 Series,745Li,Sedan,automatic,wbagn635x5ds59649,ca,,117982,black,—,dollar bill auto sales inc,7075,6500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Honda,Accord,EX V-6,Sedan,automatic,1hgcm66835a009909,ca,25,154582,gold,beige,skyhigh remarketing inc,4600,5200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,Tahoe,LS,SUV,automatic,1gnec13t05r118844,ca,29,82074,blue,gray,north bakersfield toyota scion,8550,7000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2005,Dodge,Durango,SXT,SUV,automatic,1d4hb38n35f600467,ca,3,73798,gray,gray,bmw of murrieta,4075,5800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Chrysler,Sebring,Touring,Convertible,automatic,1c3el55r85n652655,ca,2,193726,gray,black,metro nissan of montclair,600,750,Tue Jan 20 2015 05:00:00 GMT-0800 (PST)
2005,Chevrolet,Impala,LS,Sedan,automatic,2g1wh52k359153816,ca,24,215244,gold,beige,wholesale motor sales inc,650,1200,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Silverado 2500HD,LS,Crew Cab,automatic,1gchk23225f846270,ca,2,221423,white,gray,tradewinds remarketing,11550,11250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Ford,Escape,XLT,SUV,automatic,1fmyu03145kb01853,ca,,118100,black,gray,total resource auctions-tulsa,3650,700,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Explorer,XLS,SUV,automatic,1fmzu62e25ub16707,ca,35,168592,white,tan,alliance motor cars,1675,2600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gs48k85c584881,ca,,91165,red,—,velocity motors,6050,5700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,Cobalt,Base,Sedan,automatic,1g1ak52f557601859,ca,28,147332,white,gray,advantage car exchange,2075,1900,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2005,Chrysler,300,Base,Sedan,automatic,2c3ja43r15h589215,ca,29,153096,silver,black,felix chevrolet & cadillac,3675,3275,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38615b411540,ca,27,97445,silver,gray,jpmorgan chase bank n.a.,6000,7000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Ford,Expedition,Eddie Bauer,SUV,,1fmpu17555la15976,ca,35,175433,black,beige,california fleet inc,2925,4350,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,GMC,Yukon,Denali,SUV,,1gkek63u65j238765,ca,,143339,black,—,dutton motor co,7125,7600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Expedition,XLT,SUV,,1fmpu15515la97434,ca,2,118729,gray,gray,lbs financial credit union,3475,1900,Wed Jan 07 2015 03:00:00 GMT-0800 (PST)
2005,Honda,Civic,Value Package,Sedan,automatic,2hges16385h545021,ca,2,98651,white,beige,purple heart services inc,4900,3700,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2005,BMW,5 Series,525i,Sedan,automatic,wbana53545b862895,ca,35,114008,black,black,newport coast auto com,6075,7700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,GMC,Yukon XL,Denali,SUV,automatic,1gkfk66ux5j126602,ca,29,189046,blue,beige,bob baker toyota of lemon grove,4275,2700,Fri Jan 09 2015 15:00:00 GMT-0800 (PST)
2005,BMW,5 Series,545i,Sedan,automatic,wbanb33595cn64872,ca,19,103886,silver,gray,800 loan mart,7475,4300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,cadillac,srx,awd v8,,automatic,1gyee63a750114786,ca,26,149755,blue,tan,jaguar land rover carlsbad,3125,3400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Econoline Cargo,E-150,Van,,1ftre14w35ha85597,ca,19,100663,white,gray,southeast fleet a/s inc,5225,5000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2005,Ford,Explorer,XLT,SUV,automatic,1fmzu63e65za38868,ca,19,146091,black,gray,lobel financial corp,3300,2000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Honda,Accord,Hybrid,Sedan,automatic,jhmcn36425c007952,ca,32,116872,gray,black,fmgj inc,4950,7500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Focus,ZX4 SE,Sedan,automatic,1fafp34n65w127732,ca,19,144217,red,gray,gosch ford,1925,700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Suburban,1500 LS,SUV,automatic,3gnfk16z75g283376,ca,28,179080,gray,gray,wescom credit union,3800,2900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Honda,Element,EX,SUV,,5j6yh28695l027701,ca,28,117298,black,gray,santander consumer,6175,6500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,BMW,X3,2.5i,SUV,automatic,wbxpa73405wc47497,ca,2,173918,gray,black,lobel financial corp,3150,2800,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2005,Kia,Spectra,LX,Sedan,automatic,knafe122x55204618,ca,2,70893,blue,beige,valley kia,1825,3100,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2005,BMW,7 Series,745Li,Sedan,automatic,wbagn63515ds59555,ca,,125492,black,—,lease liquidations com,6700,6300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Escape,HEV,SUV,,1fmcu95h25kd16396,ca,,100693,silver,—,cali motors inc,3900,3750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Honda,CR-V,LX,SUV,automatic,jhlrd68515c006767,ca,27,84469,burgundy,beige,bidlane llc,6000,5600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Silverado 2500HD,Base,Extended Cab,automatic,1gchc29u85e179958,ca,19,170875,blue,silver,stg auto group,5050,2300,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,TrailBlazer,LT,SUV,automatic,1gnds13s152374618,ca,23,88812,gray,gray,bob baker jeep,5025,2500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,Honda,Accord,LX,Sedan,automatic,3hgcm56455g705065,ca,19,113205,gray,gray,honda world,4800,3500,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2005,Infiniti,G35,Base,Coupe,automatic,jnkcv54e35m426961,ca,36,80776,gray,black,aaero sweet company,8700,11300,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25ux51136297,ca,4,167668,white,gray,lease plan usa,4075,3500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,GMC,Sierra 1500,Base,Regular Cab,automatic,1gtec14x55z112323,ca,41,86722,white,gray,onemain rem/delta dealer,6050,6800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Expedition,XLT,SUV,,1fmfu15535la08216,ca,2,134259,gray,gray,veros credit,3275,1200,Wed Dec 31 2014 11:00:00 GMT-0800 (PST)
2005,Dodge,Magnum,SE,Wagon,automatic,2d4fv48t35h693265,ca,21,128697,blue,gray,veros credit,3250,2200,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Silverado 1500,LS,Crew Cab,automatic,2gcec13t151379935,ca,2,110996,black,gray,buyers auto sales,8575,8000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Ford,Freestyle,SEL,Wagon,automatic,1fmzk05155ga14697,ca,36,147302,black,gray,gm financial,2450,1700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,chrysler,pacifica,fwd v6 touring,,automatic,2c8gm68495r665911,ca,2,113916,green,black,veros credit,3425,2700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Dodge,Magnum,SE,Wagon,automatic,2d4fv48t35h628609,ca,25,146152,silver,gray,first credit finance,2850,2300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,Silverado 1500,Base,Extended Cab,automatic,2gcec19tx51167221,ca,,87726,white,—,james family auto sales,7475,8900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Infiniti,Q45,Base,Sedan,automatic,jnkbf01a35m100462,ca,19,83126,blue,brown,santander consumer,7675,5000,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2005,Ford,Mustang,GT Premium,Coupe,manual,1zvft82h855148097,ca,,104406,red,—,westcoast auto sales,7100,10100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,Suburban,1500 LS,SUV,automatic,3gnec16z15g227264,ca,,119700,white,gray,california fleet inc,6375,5500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Ford,Expedition,XLT,SUV,automatic,1fmpu15555la42050,ca,19,127664,silver,gray,premium auto wholesale,3625,3000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Hyundai,Accent,GT,Hatchback,automatic,kmhcg35c15u345403,ca,,171462,silver,—,california fleet inc,825,1000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Honda,CR-V,EX,SUV,automatic,jhlrd78845c000610,ca,,348070,silver,black,san diego auto finder,2275,3400,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,Lexus,ES 330,Base,Sedan,automatic,jthba30g455075345,ca,27,113439,white,tan,onemain rem/m&m auto traders,7300,6500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Ford,Mustang,Premium,Convertible,automatic,1zvft84n555202717,ca,18,119294,gray,beige,springleaf financial services/evansville,4875,3500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2005,cadillac,sts,v8,,automatic,1g6dc67a250204674,ca,,136327,silver,gray,toyota of poway,3875,3800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Hyundai,Elantra,GLS,Sedan,automatic,kmhdn46d95u189912,ca,2,119295,blue,silver,aaero sweet company,1750,2300,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2005,Ford,Freestar,SE,Minivan,automatic,2fmza51655ba69398,ca,27,135139,gray,beige,nextgear capital,1275,450,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2005,Hyundai,Accent,GLS,Sedan,automatic,kmhcg45c45u672738,ca,31,110757,gray,gray,streamline auto,1475,1350,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Mercedes-Benz,C-Class,C230 Kompressor,Sedan,automatic,wdbrf40j55f665064,ca,34,69563,red,black,redline remarketing,6100,6900,Wed Jan 07 2015 12:05:00 GMT-0800 (PST)
2004,Audi,A4,1.8T,Convertible,automatic,wauac48h74k017186,ca,2,144068,white,black,lobel financial corp,2125,1100,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2005,Nissan,Quest,3.5 SE,Minivan,automatic,5n1bv28u15n103754,ca,29,1,gray,gray,honda world,5375,1350,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2004,MINI,Cooper,S,Hatchback,manual,wmwre33484td84638,ca,35,91539,gray,black,century dealer services corp,4950,6400,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,Toyota,Corolla,LE,Sedan,automatic,1nxbr32e65z399436,ca,23,139520,blue,gray,time finance co,4275,4000,Wed Jan 07 2015 12:05:00 GMT-0800 (PST)
2005,Mercedes-Benz,E-Class,E320,Sedan,automatic,wdbuf65j35a652194,ca,44,76638,silver,black,porsche of downtown la,8450,9500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2005,Mercedes-Benz,E-Class,E500 4MATIC,Sedan,automatic,wdbuf83j65x185509,ca,35,141196,silver,black,california fleet inc,5425,6900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Volkswagen,New Beetle,Bi-Color Edition,Hatchback,automatic,3vwck31c35m417311,ca,19,139174,black,beige,bob baker toyota of lemon grove,1775,1000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11dx5n917370,ca,,112638,red,black,west coast acceptance,3250,4600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Toyota,Sienna,XLE Limited 7-Passenger,Minivan,automatic,5tdba22c55s031225,ca,38,188073,white,gray,clear view systems,3600,5400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Volkswagen,New Beetle,Dark Flint Edition,Convertible,automatic,3vwcm31yx5m355279,ca,22,131613,gray,red,ideal transportation,2050,3100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Pontiac,Montana,SV6,Minivan,,1gmdv33l85d232755,ca,,94790,white,—,wegge motor cars a corporation,3075,2400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Nissan,Murano,SE,SUV,automatic,jn8az08w45w416807,ca,3,154604,white,beige,peoples credit company inc,3950,4000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2005,Nissan,Altima,3.5 SE,Sedan,automatic,1n4bl11e65n483381,ca,19,173296,black,black,kia of cerritos,2825,2000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Mercury,Grand Marquis,LS Premium,Sedan,,2mefm75w55x661325,ca,,92195,,,v/m auto broker,4400,3300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Mercedes-Benz,SL-Class,SL55 AMG,Convertible,automatic,wdbsk74f05f092353,ca,37,55412,black,gray,symbolic motor cars,22900,24000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2004,BMW,5 Series,525i,Sedan,automatic,wbana535x4b176357,ca,29,179878,black,beige,honda cars of corona,4175,3200,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2004,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y74u262934,ca,,121241,black,—,st claire cadillac/ st claire oldsmobile,1900,1200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,Cadillac,XLR,Base,Convertible,automatic,1g6yv34a145600899,ca,28,87367,blue,gray,hornburg jaguar santa monica,13650,11000,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2005,Nissan,Murano,S,SUV,automatic,jn8az08t75w328243,ca,34,117998,gold,beige,mercedes benz of temecula,4800,4900,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2004,Audi,A8,L quattro,Sedan,automatic,wauml44e04n012726,ca,38,132059,blue,beige,land rover san jose,5050,6100,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2005,Mercedes-Benz,E-Class,E500,Sedan,automatic,wdbuf70j85a712421,ca,37,77819,gray,gray,desert auto trade,9025,10200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Toyota,Camry,LE,Sedan,automatic,4t1be32k95u542350,ca,,118474,gray,—,honda of hayward,4975,5100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Nissan,Frontier,Nismo,Crew Cab,automatic,1n6ad07u75c434145,ca,26,101022,silver,gray,onemain rem/m&m auto traders,9475,10500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Nissan,Sentra,1.8 S,Sedan,automatic,3n1cb51d05l475148,ca,,95014,white,beige,larry h miller toyota corona,2775,2600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Toyota,Highlander,V6,SUV,,jteep21a950078946,ca,26,154943,blue,gray,tycon enterprises,6175,5700,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2005,MINI,Cooper,Base,Hatchback,manual,wmwrc33475tc57256,ca,,149273,blue,black,bmw of monrovia,2575,3000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Lincoln,Navigator,Ultimate,SUV,,5lmfu27555lj17471,ca,38,109035,white,beige,wondries toyota,6875,8100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d55c265608,ca,2,211406,black,gray,repo remarketing/coast hills fcu,1625,900,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2005,Volkswagen,GTI,1.8T,Hatchback,manual,9bwde61j554030324,ca,28,97323,gray,gray,volkswagen of murrieta,3850,4400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u753058999,ca,18,205256,silver,—,financial services remarketing (lease),2925,3300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2004,BMW,5 Series,545i,Sedan,automatic,wbanb33524b110483,ca,,122916,gray,black,audi san diego,5600,6000,Wed Dec 17 2014 12:45:00 GMT-0800 (PST)
2005,Toyota,Sienna,CE 7-Passenger,Minivan,automatic,5tdza23c25s273936,ca,28,145865,white,gray,danna investments llc,4625,6100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,BMW,X5,4.4i,SUV,automatic,5uxfb53554lv04667,ca,29,98007,black,black,courtesy chrysler dodge jeep ram of orange,6200,6300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2005,Nissan,Xterra,S,SUV,automatic,5n1an08u85c644828,ca,37,100162,black,beige,high bid trading co inc,5175,6700,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2005,Lincoln,Aviator,Luxury,SUV,automatic,5lmeu68h25zj22040,ca,26,110216,black,gray,santander consumer,4525,3500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Nissan,Xterra,SE,SUV,automatic,5n1an08u65c617093,ca,19,133092,gray,gray,repo remarketing/first imperial cu,4250,3000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,BMW,X3,3.0i,SUV,automatic,wbxpa93404wa65664,ca,,141870,white,—,stevens creek bmw,5000,4400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,Cadillac,Escalade ESV,Base,SUV,automatic,3gyfk66n24g248207,ca,36,65968,white,beige,century dealer services corp,9425,11250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,Volkswagen,Jetta,2.5 PZEV,Sedan,automatic,3vwsg71k45m609008,ca,19,159424,gray,black,first credit finance,2400,1900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,BMW,7 Series,745i,Sedan,automatic,wbagl63464dp71324,ca,2,111873,black,black,veros credit,5075,4100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,Acura,MDX,Touring,SUV,automatic,2hnyd18684h538060,ca,,103518,silver,—,acura of serramonte,6475,6400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,mercedes,g55,amg,,automatic,wdcyr71e75x158436,ca,19,143877,black,black,san diego sports cars,32300,32750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2004,Audi,A4,1.8T quattro,Sedan,automatic,waulc68e04a172808,ca,34,136902,silver,black,aaero sweet company,3050,1800,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2005,Nissan,Murano,SL,SUV,,jn8az08t75w326816,ca,,,black,—,long beach bmw & long beach mini,4900,400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Nissan,Murano,S,SUV,automatic,jn8az08t55w304734,ca,,135700,white,—,elite motors,4275,5800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Toyota,Highlander,V6,SUV,,jtedp21ax50054599,ca,25,79512,silver,gray,aaero sweet company,7725,9750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,Porsche,Cayenne,S,SUV,automatic,wp1ab29p15la60383,ca,36,75458,gold,brown,coast sports cars inc,11750,14600,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2004,Cadillac,CTS,Base,Sedan,automatic,1g6dm577740103995,ca,,127712,white,—,st claire cadillac/ st claire oldsmobile,3600,4000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Mercedes-Benz,C-Class,C230 Kompressor,Sedan,automatic,wdbrf40j25f712633,ca,19,1,red,—,hadad auto whole sale,5375,6800,Thu Jun 25 2015 05:00:00 GMT-0700 (PDT)
2004,Cadillac,CTS,Base,Sedan,automatic,1g6dm577340124021,ca,28,78723,gray,black,century dealer services corp,4900,5500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Volkswagen,Passat,GLS 1.8T,Wagon,automatic,wvwcd63b75e010908,ca,36,131216,black,black,mckenna volks,2375,2800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Toyota,Highlander,V6,SUV,automatic,jtegp21a350058734,ca,35,194098,black,tan,onemain rem/fmt enterprises inc,4700,4500,Wed Dec 31 2014 12:05:00 GMT-0800 (PST)
2005,Nissan,350Z,Touring,Convertible,manual,jn1az36a75m755709,ca,3,118399,silver,gray,california republic bank,5925,7000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Nissan,Sentra,1.8 S,Sedan,automatic,3n1cb51d15l501157,ca,,142745,black,—,james family auto sales,2175,1750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Subaru,Impreza,WRX STi,Sedan,manual,jf1gd70665l513684,ca,35,79755,silver,—,mckenna volks,16000,19900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,1gcek19tx4z126306,ca,,126844,white,—,brad benson motorsports,6200,6400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Pontiac,G6,Base,Sedan,automatic,1g2zg528854112939,ca,19,155455,gray,black,autolink trading llc,2025,1900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Mercedes-Benz,C-Class,C230 Kompressor,Sedan,automatic,wdbrf40j05a759933,ca,27,82744,black,black,mercedes benz of walnut creek,6025,5200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Nissan,Sentra,1.8 S,Sedan,automatic,3n1cb51dx5l520774,ca,19,122367,white,beige,aaero sweet company,2525,1250,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2005,Nissan,Xterra,S,SUV,automatic,5n1an08u65c640731,ca,19,209614,black,gray,valley kia,1875,3400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,Audi,A4,1.8T quattro,Sedan,automatic,waulc68e24a259769,ca,,121338,black,black,weseloh chevrolet,3350,4100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d75n900221,ca,,139826,green,—,marios auto wholesale,2850,3900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Toyota,Sequoia,Limited,SUV,automatic,5tdzt38a95s239824,ca,27,171863,gray,tan,mckenna volks,6025,4200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Subaru,Outback,2.5i Limited,Wagon,automatic,4s4bp62c057356666,ca,,184864,silver,—,fmgj inc,3400,3500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,MINI,Cooper,S,Hatchback,manual,wmwre33425td95782,ca,,116917,gray,—,action auction llc,4375,3750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Mazda,MPV,LX,Minivan,,jm3lw28a550534369,ca,34,175277,white,beige,gm financial,1225,1500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Nissan,350Z,Touring,Convertible,manual,jn1az36a95m752567,ca,23,94558,white,gray,california republic bank,7125,7100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Toyota,Camry Solara,SLE V6,Coupe,automatic,4t1ca38p75u056865,ca,,106013,blue,gray,audi san diego,5550,5300,Wed Dec 17 2014 12:45:00 GMT-0800 (PST)
2005,Mazda,Mazda3,i,Sedan,manual,jm1bk12f851256284,ca,36,120159,green,beige,trade in solutions,3025,3700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,BMW,5 Series,545i,Sedan,automatic,wbanb33584b111475,ca,34,88296,silver,black,high bid trading co inc,6900,6250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2004,BMW,7 Series,745i,Sedan,automatic,wbagl63444dp70219,ca,,157846,white,—,autobahn motors,4025,3800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d75n487698,ca,19,150974,blue,gray,veros credit,2825,700,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
2005,Pontiac,G6,Base,Sedan,automatic,1g2zg528254128313,ca,2,94415,gray,black,veros credit,3775,2300,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2004,Cadillac,Escalade,Base,SUV,automatic,1gyek63nx4r218906,ca,26,140026,blue,beige,felix chevrolet & cadillac,7500,7000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,MINI,Cooper,S,Hatchback,automatic,wmwre33425tg95242,ca,36,60022,red,black,high bid trading co inc,5975,5500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,MINI,Cooper,Base,Convertible,manual,wmwrf33435tf60705,ca,39,45169,orange,black,high bid trading co inc,4900,5500,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2005,Mazda,Mazda3,s,Hatchback,automatic,jm1bk343151309194,ca,2,35333,silver,black,nextgear capital,6200,6900,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2004,Buick,Rendezvous,CX,SUV,automatic,3g5db03e94s590692,ca,,132192,white,—,james family auto sales,1825,2500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,cadillac,srx,4x2 suv,,automatic,1gyee637540179462,ca,,123319,black,gray,s/n auto imports,3500,3600,Wed Dec 17 2014 12:45:00 GMT-0800 (PST)
2005,Lexus,LS 430,Base,Sedan,automatic,jthbn36f150179551,ca,3,191607,white,tan,high bid trading co inc,9000,14000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2004,Acura,MDX,Touring,SUV,automatic,2hnyd18624h510013,ca,39,288402,silver,black,stg auto group,2375,3100,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2005,Lincoln,Town Car,Executive L Fleet,Sedan,automatic,1lnhm84w35y643256,ca,,381875,black,—,mikes auto sales,2100,1100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,Audi,A4,1.8T,Convertible,automatic,wauac48h14k022061,ca,37,81091,silver,black,ideal transportation,4050,6200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
